days,content,cleaned_review
150,During call time mobile temperature increased higher than expected.,during call time mobile temperature increased higher than expected
150,"Low network aria not working good data
As compared to other bards",low network aria not working good data as compared to other bards
150,"Good camera 5/5
Good battery 5/5
Very good display 5/5",good camera 5 5 good battery 5 5 very good display 5 5
150,Nice quality phone at an affordable price.,nice quality phone at an affordable price
150,"All is good....
Value for money phone...",all is good value for money phone
150,Speaker problem,speaker
150,Good,good
150,Beauty of Moto - Hand Carry Aswasome,beauty of moto hand carry aswasome
150,Excellent mobile with brilliant specifications,excellent mobile with brilliant specifications
150,For me the display is little bit large....touch is very smooth..... gallery app is not provided in this...... overall love it,for me the display is little bit large touch is very smooth gallery app is not provided in this overall love it
150,To much heating,to much heating
150,Motorola edge 60 fusion smartphone nice great thanks Moto,motorola edge 60 fusion smartphone nice great thanks moto
150,Okay 👍,okay
150,Battery drain problem Motorola third class mobile 🤢🤢,battery drain motorola third class mobile
150,Average,average
150,But it's good,but it s good
150,"It has heating issue.
Camera decent.",it has heating issue camera decent
150,very good,very good
150,Best product in this price,best product in this price
150,Thanks flipkart,thanks flipkart
150,Nice,nice
150,Very nice 👍 motorola mobile best,very nice motorola mobile best
150,Sound not God,sound not god
150,Good phone but battery not good,good phone but battery not good
150,Nice cemara quality 👌👌,nice cemara quality
150,"Good 👍👍 
Super",good super
150,Best phone in this Range,best phone in this range
150,Good,good
150,Not promise Time,not promise time
150,good product but little bit hanging,good product but little bit hanging
150,My dream mobile I am so happy 🤩🤩🤩,my dream mobile i am so happy
150,Best in this price range,best in this price range
150,very nice,very nice
150,"Good night camera. Pic colours over boosted, some might like it catchy. Nice curved display.  Light weight. The battery is sufficient for a day's use. Charging speed is awesome. Clean pure android sta...",good night camera pic colours over boosted some might like it catchy nice curved display light weight the battery is sufficient for a day s use charging speed is awesome clean pure android sta
150,Cool,cool
150,Facing internet issue..showing 5g signal full but internet not working.. settings changed but facing same issue several times,facing internet issue showing 5g signal full but internet not working settings changed but facing same issue several times
150,Sound speakers is not working properly the ￼ scratch sound is on video and song,sound speakers is not working properly the scratch sound is on video and song
150,Gud,gud
150,Good,good
150,Very nice phone,very nice phone
150,Good mobile phone,good mobile phone
150,Screen not working properly,screen not working properly
150,Very good,very good
150,Worst phone,worst phone
150,Nise bat luk,nise bat luk
150,All good,all good
150,Good wow,good wow
150,Nice mobile,nice mobile
150,Never buy this phone because this phone auto restart many times in a single day.very cheap phone,never buy this phone because this phone auto restart many times in a single day very cheap phone
150,Good pro,good pro
150,"Netwark issu  after 1manth  not by those phone 
Network and download very slow this mobile 
Iam suggest by vivo t4r best fore vivo mobile",netwark issu after 1manth not by those phone network and download very slow this mobile iam suggest by vivo t4r best fore vivo mobile
150,Over all good,over all good
150,Look like to be premium set 😲👌,look like to be premium set
150,Very good phone in this price range,very good phone in this price range
150,Nice phone,nice phone
150,Good Product,good product
150,Lovely Phone,lovely phone
150,Value for money.,value for money
150,Good product,good product
150,Good,good
150,Very nice camera and look,very nice camera and look
150,This is one of the best phones in the category of mid range.,this is one of the best phones in the category of mid range
150,Front and back camera both are nice very slim and light weight in-hand feel is very premium colour is super display is top notch performance is also good as price but only having very small issue like...,front and back camera both are nice very slim and light weight in hand feel is very premium colour is super display is top notch performance is also good as price but only having very small issue like
150,"Very good performance 
Camera like wow 
Go for lt 👍",very good performance camera like wow go for lt
150,Worthy for mon,worthy for mon
150,Very good mobile,very good mobile
150,Good,good
150,Overall very good 👍👍,overall very good
150,Camera quality is worst than samsung mobile camera of this price,camera quality is worst than samsung mobile camera of this price
150,Overall good mobile Worth it,overall good mobile worth it
150,Good product,good product
150,I amazing product i really like it,i amazing product i really like it
150,Good phone at 19500,good phone at 19500
150,Best in the segment. Best performance ever. Happy with purchase.,best in the segment best performance ever happy with purchase
150,speaker quality is average also camera,speaker quality is average also camera
150,"After a long time came out of samsung environment and brought Motorola. Amazed by its look, display Ai, user friendly. Just love it.",after a long time came out of samsung environment and brought motorola amazed by its look display ai user friendly just love it
150,Good phone for camera,good phone for camera
150,Motrola best in midrange smartphone,motrola best in midrange smartphone
150,Everything is good,everything is good
150,Perfect and phone is amazing camera 📸 quality of this price .,perfect and phone is amazing camera quality of this price
150,"Mobile looks very primium and cool 😍
Image Quality of the camera is great performance is good go for it 👍",mobile looks very primium and cool image quality of the camera is great performance is good go for it
150,Super,super
150,Good performance,good performance
150,Awsome phone moto g,awsome phone moto g
150,On 2nd day black bubble come on screen.,on 2nd day black bubble come on screen
150,"Best phone under the budget segment with best multi media, camera, daily uses,haptics and many more. It will be best for the people who does multiple task. I will advice to consider this phone",best phone under the budget segment with best multi media camera daily uses haptics and many more it will be best for the people who does multiple task i will advice to consider this phone
150,Very good,very good
150,Nice 👍,nice
150,Excellent,excellent
150,Very good phn,very good phn
150,"excellent phone in this price, 
wonderful and amazing product.",excellent phone in this price wonderful and amazing product
150,Very good mobile,very good mobile
150,"Ok , superb",ok superb
150,"Over all ok, Balanced or decent mobile phone under 20k",over all ok balanced or decent mobile phone under 20k
150,This phone is very good in this price range. Battery of this phone is awesome and display also,this phone is very good in this price range battery of this phone is awesome and display also
150,Super..,super
150,Best phone,best phone
150,I will love it,i will love it
150,Excellent,excellent
150,"Switched to moto from iphone. I'm having a great time with this phone and also with the Android system. 
Great experience and hands down the best decision made l. Moto is something else with this 60 f...",switched to moto from iphone i m having a great time with this phone and also with the android system great experience and hands down the best decision made l moto is something else with this 60 f
150,Best phone all rounder ❤️,best phone all rounder
150,Superb,superb
150,Really good mobile,really good mobile
150,This phone is automatically off,this phone is automatically off
150,Camera quality poor,camera quality poor
150,Good prdu,good prdu
150,Value for money 💵 awesome phone,value for money awesome phone
150,Over all good phone,over all good phone
150,Not good phine,not good phine
150,Nice phon,nice phon
150,"The back portion made of leather, got scratched within 1 week of use. Build quality of vegan leather is not up to the mark, Moto Should provide back cover at a certain price with handset.",the back portion made of leather got scratched within 1 week of use build quality of vegan leather is not up to the mark moto should provide back cover at a certain price with handset
150,All is well,all is well
150,Excellent,excellent
150,"Mobile gets heat 
Camera is not good as expected",mobile gets heat camera is not good as expected
150,Super,super
150,"Charging problem with in 10 days 
Not working good 
Waist of money",charging with in 10 days not working good waist of money
150,Best mobile,best mobile
150,One of the best phone 📱 I have used in my life...totally flagship super killer...from sam kashmir...love you moto...💝📱💝,one of the best phone i have used in my life totally flagship super killer from sam kashmir love you moto
150,"Only lagging, hanging and heating problem, don't buy",only lagging hanging and heating don t buy
150,Super,super
150,Nice phone in this range,nice phone in this range
150,good Smart phone under  23k segment. good battery life good camera good display. Over all good design and slim also lite weight. Give 4 star out of 5,good smart phone under 23k segment good battery life good camera good display over all good design and slim also lite weight give 4 star out of 5
150,"Within 12 days the display got a pink line, so don't buy this phone. Worst experience.",within 12 days the display got a pink line so don t buy this phone worst experience
150,Nice cemara and bettery backup,nice cemara and bettery backup
150,Best in 20k budget light weight looking super in hand recommended to buy it,best in 20k budget light weight looking super in hand recommended to buy it
150,Nice product,nice product
150,Value for money,value for money
150,thanks,thanks
150,"Not very good and very bad 
it is a average mobile phone.
Camara quality not better picture pixel.
 Battery percent high drop multiple time but better talk inbox high charger available so better charg...",not very good and very bad it is a average mobile phone camara quality not better picture pixel battery percent high drop multiple time but better talk inbox high charger available so better charg
150,Very good phone in this price range 😀,very good phone in this price range
150,Nice product,nice product
150,At this price range best phone.,at this price range best phone
150,"Boleeeee tooooo ......
Best phone 
Charging 1 number 
Camera result 1 number 
Feature 1 number.. 

Heating the phone in chargeing",boleeeee tooooo best phone charging 1 number camera result 1 number feature 1 number heating the phone in chargeing
150,All good device,all good device
150,Good,good
150,Amaizing,amaizing
150,Amazing phone amazing display sound fast charging great.Great camera and picture quality.,amazing phone amazing display sound fast charging great great camera and picture quality
150,Very nic,very nic
150,Just a beast mobile.,just a beast mobile
150,Amazing phone with beautiful camera 😍,amazing phone with beautiful camera
150,Best phone go for it,best phone go for it
150,Superb!,superb
150,Not interested to say,not interested to say
150,This phone is not value for money. This phone is not performing as aspected. issues like overheating and a bad curve display which i didn't like I faced. I sent multiple complaints on refund for this ...,this phone is not value for money this phone is not performing as aspected issues like overheating and a bad curve display which i didn t like i faced i sent multiple complaints on refund for this
150,V good phone.I like it,v good phone i like it
150,Display looks faddy. Phone looks poor quality. UI needs to be good,display looks faddy phone looks poor quality ui needs to be good
150,Nice phone,nice phone
150,Good product,good product
150,"Good, value for",good value for
150,Fantastic and super mobil,fantastic and super mobil
150,"Gorilla 🦍 glass is too good.
I dropped on tiles floor
Durability is too good",gorilla glass is too good i dropped on tiles floor durability is too good
150,Nice,nice
150,Overall is good 👍😊,overall is good
150,I am so happy to buy this product 😊,i am so happy to buy this product
150,Overall Good,overall good
150,Its good quality this range,its good quality this range
150,nice phone...,nice phone
150,I was this product and speaker issue soun is not good worst experience,i was this product and speaker issue soun is not good worst experience
150,Camara is to good 👍,camara is to good
150,"Product is good ,,but flipkart service is very bad",product is good but flipkart service is very bad
150,To good,to good
150,"Everything is okay except build quality, getting scratches on frame by its own.",everything is okay except build quality getting scratches on frame by its own
150,Product is very beautiful ❤️😍,product is very beautiful
150,Great all rounder phone,great all rounder phone
150,Nice phone good pic quality,nice phone good pic quality
150,Not purchased thi product very bad 😔😔,not purchased thi product very bad
150,Heating problem,heating
150,Good,good
150,"A selfie camera is not good but the back camera is excellent .
No hanging and heating",a selfie camera is not good but the back camera is excellent no hanging and heating
150,Amaging phone,amaging phone
150,"The phone is good in this budget, I liked the display and camera quality, at this price. If your budget is 20k or 25k then this phone is best for you.",the phone is good in this budget i liked the display and camera quality at this price if your budget is 20k or 25k then this phone is best for you
150,Nice,nice
150,Good,good
150,Superb quality happy ☺️,superb quality happy
150,"Camera Good 💯 📸 
Processor is fast work Good 👍💯
Battery fast charging work Good 💯
Best price thanks you Flipkart 😘",camera good processor is fast work good battery fast charging work good best price thanks you flipkart
150,All ok price is around well,all ok price is around well
150,Value for money,value for money
150,Awasome,awasome
150,Supar,supar
150,Ok,ok
150,Just looking like a 😲🥰,just looking like a
150,"I'm really happy with this Motorola phone! The performance is smooth, the display is bright and clear, and the battery life is excellent. The camera quality is also very good for this price range. Ove...",i m really happy with this motorola phone the performance is smooth the display is bright and clear and the battery life is excellent the camera quality is also very good for this price range ove
150,Very good product,very good product
150,Good,good
150,All good mobile use,all good mobile use
150,"Best phone Value for money 
In 20-23 range",best phone value for money in 20 23 range
150,"Some issues like somtime app doesn't open at once and lagging also but camera is decent screen quality is best,thin and not heavy",some issues like somtime app doesn t open at once and lagging also but camera is decent screen quality is best thin and not heavy
150,Phone camera not work.,phone camera not work
150,All ok,all ok
150,Most wrost and third class product... Software and hardware both are third class.  Please go for samsung  A35 5g don't waste your money in motrola product,most wrost and third class product software and hardware both are third class please go for samsung a35 5g don t waste your money in motrola product
150,Great product for the pri,great product for the pri
150,Good mobile,good mobile
150,Nice,nice
150,"Camera performance great, mobile processor working fine",camera performance great mobile processor working fine
150,Good product,good product
150,Don't buy the Motorola edge 60 fashion  phone charging fast down and heating the phone that's why not buying this phone varishth service the Motorola and Flipkart don't buy the online please,don t buy the motorola edge 60 fashion phone charging fast down and heating the phone that s why not buying this phone varishth service the motorola and flipkart don t buy the online please
150,Awesome,awesome
150,good camera,good camera
150,"Display is best,camera is better, speaker are loud, curved display looks good but applying uv glass in every 3 month is risky and expensive.",display is best camera is better speaker are loud curved display looks good but applying uv glass in every 3 month is risky and expensive
150,Very good product ✅,very good product
150,"Overall a very good performance..
superb moto..TQ flipkart",overall a very good performance superb moto tq flipkart
150,Awesome product,awesome product
150,"Good mobile 
Everything is ok
Best phone",good mobile everything is ok best phone
150,Good,good
150,Good,good
150,Good,good
150,Nice,nice
150,Not good,not good
150,Super quality,super quality
150,Nice phone,nice phone
150,Super,super
150,Nice mid range phone for moderate usage,nice mid range phone for moderate usage
150,Good,good
150,"1.Design Good
2.Single handed uses
3. Battery awesome 🔋",1 design good 2 single handed uses 3 battery awesome
150,"I am not a pro to give a phones review. but as a commoner, I can say, this one got the worst camera features. Selfies and videos are truly pathetic. The images  have poor clarity and a blurred or extr...",i am not a pro to give a phones review but as a commoner i can say this one got the worst camera features selfies and videos are truly pathetic the images have poor clarity and a blurred or extr
150,Network issue,network issue
150,Good,good
150,Over all,over all
150,"Amazing experience with new phone.

Battery last for two days with moderate use.

Video and audio quality is amazing, specially Dolby Atmos, it makes listening experience with earbuds and speaker very...",amazing experience with new phone battery last for two days with moderate use video and audio quality is amazing specially dolby atmos it makes listening experience with earbuds and speaker very
150,"Budget segment phone 
I love Motorola phones😍",budget segment phone i love motorola phones
150,Nice,nice
150,Very nice,very nice
150,Amezing,amezing
150,Wish i never brought this phone. People are reviewing it after 2or3 days. i am posting this review after 4 months of usage. literally don't get influenced by tech youtubers. don't buy this phone,wish i never brought this phone people are reviewing it after 2or3 days i am posting this review after 4 months of usage literally don t get influenced by tech youtubers don t buy this phone
150,Video zooming quality very bad,video zooming quality very bad
150,very good,very good
150,Best phone this price range an all over Market,best phone this price range an all over market
150,Amazing phone for this price range.,amazing phone for this price range
150,Super good,super good
150,Totally good. Updated OS 16,totally good updated os 16
150,One of the best mobile of the yaer,one of the best mobile of the yaer
150,Heating issue,heating issue
150,Value for money,value for money
150,Truely satisfied by phone .valuable as per money,truely satisfied by phone valuable as per money
150,"The product is very good but Flipkart
is once again the worst. Once again in life Flipkart
has made it seem like it is annoying",the product is very good but flipkart is once again the worst once again in life flipkart has made it seem like it is annoying
150,It's well fit for decent users.. good and smart phone. It will good choice..,it s well fit for decent users good and smart phone it will good choice
150,Good phone,good phone
150,"I like this product very much, it is a good value for money, it has all the features at this price, only the camera quality is not that good. Moto just improve camera quality",i like this product very much it is a good value for money it has all the features at this price only the camera quality is not that good moto just improve camera quality
150,Good phone,good phone
150,Good finish and good looking smart phones,good finish and good looking smart phones
150,Super phone,super phone
150,"Amazing product camera quality is good but needs to improve at night time, The design is good but the curve display needs to handle with care, battery backup and processor performance excellent value ...",amazing product camera quality is good but needs to improve at night time the design is good but the curve display needs to handle with care battery backup and processor performance excellent value
150,Awesome product under budget,awesome product under budget
150,Excellent phone value for money,excellent phone value for money
150,The phone is good for the price.,the phone is good for the price
150,WoW Amazing 😍,wow amazing
150,Specker sound very wost,specker sound very wost
150,Very good 👍 pho,very good pho
150,"Review after 15 days- Mind blowing camera is perfect 
Battery is awesome.
Quick charging.
Battery backup really valuable.
Best in this price segment.",review after 15 days mind blowing camera is perfect battery is awesome quick charging battery backup really valuable best in this price segment
150,Ok good,ok good
150,Wrost,wrost
150,Super,super
150,Fabulous camera 📸,fabulous camera
150,When I'm broght this ph my ph's camera inside store smoke,when i m broght this ph my ph s camera inside store smoke
150,Overall great performance 😊,overall great performance
150,Good 👍😊,good
150,very good mobile,very good mobile
150,Money Worth it...,money worth it
150,Very good 👍,very good
150,Very good,very good
150,It is good product,it is good product
150,Good camera quality 😍,good camera quality
150,Overall is good,overall is good
150,Awesome product..👍,awesome product
150,Awesome phone 👍🏻,awesome phone
150,Very good phone🫡,very good phone
150,Awesome 😎 i am satisfied in this price really awesome mobile,awesome i am satisfied in this price really awesome mobile
150,It's sound outcome during call very horrible. In my thinking this is money wasteage phone,it s sound outcome during call very horrible in my thinking this is money wasteage phone
150,Very nice,very nice
150,Good mobile,good mobile
150,Amazing,amazing
150,Great phone,great phone
150,Good product,good product
150,This is not a good smartphone under 20k. Waste of money. Unexpected features. Battery discharge quickly. Camera not good. Only showoff specifications on Flipkart.,this is not a good smartphone under 20k waste of money unexpected features battery discharge quickly camera not good only showoff specifications on flipkart
150,Nice,nice
150,Good phone and good looks of this phone and camera quality is very good and allover this phone is very good,good phone and good looks of this phone and camera quality is very good and allover this phone is very good
150,"The product is good and value for money 
1- the display is owsm
2- in hand feel is very good 
But motorola phones also have an gallery app which is lack in motorola phones",the product is good and value for money 1 the display is owsm 2 in hand feel is very good but motorola phones also have an gallery app which is lack in motorola phones
150,"The phone is super good about all the condition , the battery gives about 75 house time.One of the best camera a saw and I the box motorola did not gave any case and glass, due third party glass can d...",the phone is super good about all the condition the battery gives about 75 house time one of the best camera a saw and i the box motorola did not gave any case and glass due third party glass can d
150,Not bad,not bad
150,"1.)Camera - Rear camera is the best but selfie could be better.
2.) No lag and heating issue.
3.)Battery life is decent.
4.)Sound - It supports dolby atoms but, phone vibrates too much on full volume ...",1 camera rear camera is the best but selfie could be better 2 no lag and heating issue 3 battery life is decent 4 sound it supports dolby atoms but phone vibrates too much on full volume
150,A classy product!,a classy product
150,"Value for money.
Excellent device",value for money excellent device
150,I really enjoy,i really enjoy
150,Superb,superb
150,Good mobile in this range. But sound quality is not good.,good mobile in this range but sound quality is not good
150,Good phone,good phone
150,Very nice product in this price range,very nice product in this price range
150,Nice,nice
150,Good,good
150,Super under an average budget,super under an average budget
150,Good phone by motorola in budget range,good phone by motorola in budget range
150,Superb product and superb exchange deal from Flipkart,superb product and superb exchange deal from flipkart
150,One of the best ☺️,one of the best
150,Bad,bad
150,Good Product Value For Money,good product value for money
150,Loved it 🥰,loved it
150,Best phone 60 fusion,best phone 60 fusion
150,Good product,good product
150,Nice,nice
150,Very nice,very nice
150,Side volume and power button not good battery backup good display performance nice,side volume and power button not good battery backup good display performance nice
150,Excellent,excellent
150,Overall a Good Phone at this price Range Go for it,overall a good phone at this price range go for it
150,It's ok,it s ok
150,Best mobile,best mobile
150,Front camera is very bad,front camera is very bad
150,Nice,nice
150,As expected it was good one,as expected it was good one
150,"Display problem, charging problem",display charging
150,Look is very,look is very
150,Good,good
150,Tnx for motorola,tnx for motorola
150,Very nice phone,very nice phone
150,Everything is good 👍,everything is good
150,Nice 👍,nice
150,Excellent mobile with good features,excellent mobile with good features
150,Nice,nice
150,"Superb Mobile
Display was awesome😍😍",superb mobile display was awesome
150,Very good,very good
150,Very Good performance,very good performance
150,Wonderful 👍,wonderful
150,Best phone under 20k,best phone under 20k
150,ten days use screen lining issue,ten days use screen lining issue
150,Phone charger is not working,phone charger is not working
150,Good mobile,good mobile
150,Very,very
150,So good,so good
150,Like good,like good
150,Very nice,very nice
150,I the phone very much moto is better then rearme and vivo,i the phone very much moto is better then rearme and vivo
150,Nice mobile i liked,nice mobile i liked
150,Cool,cool
150,Good,good
150,Best,best
150,Good product 👍,good product
150,"Overall is good performance Phone...
Slightly better...",overall is good performance phone slightly better
150,Very good,very good
150,Nice product 👍👍👍,nice product
150,Very very nice looking mobile,very very nice looking mobile
150,Phone look was awesome and camera also good 😊 overall very gnice,phone look was awesome and camera also good overall very gnice
150,Good phone 📱📱,good phone
150,Very grateful design coveres phone with good features,very grateful design coveres phone with good features
150,"Screen got black spot, mobile getting heated during uses and battery draining fast.
Camera is average.",screen got black spot mobile getting heated during uses and battery draining fast camera is average
150,Superb,superb
150,Ok,ok
150,Very Good 👍,very good
150,Bad,bad
150,Exel,exel
150,Nice phone,nice phone
150,Best mobile in Budget,best mobile in budget
150,Look and use premium phone,look and use premium phone
150,Very light phone and fast in use.Satisfied,very light phone and fast in use satisfied
150,Good performance and good mobile under 25k range,good performance and good mobile under 25k range
150,Over all good mobile,over all good mobile
150,Very nice,very nice
150,Awesome,awesome
150,Good,good
150,Veyi good 💯🎉,veyi good
150,All,all
150,I am not satisfied with this when the sound is coming the back case  part of the Mobile is vibrating.the sond is not also good,i am not satisfied with this when the sound is coming the back case part of the mobile is vibrating the sond is not also good
150,"Overall good package, camera super in this price range, display also very good",overall good package camera super in this price range display also very good
150,Super mobile,super mobile
150,Great d,great d
150,CAMERA PIXELS VERY LOW,camera pixels very low
150,Superb one,superb one
150,Nice pr,nice pr
150,Good,good
150,Good design and feel awosom,good design and feel awosom
150,Good and stylish one,good and stylish one
150,very nice,very nice
150,Superb phone with budget,superb phone with budget
150,"If you are looking for best camera phone in budget then you must buy it , it also has very good battery backup with fast chargeing facility, sound quality and display are also excellent (but I faced l...",if you are looking for best camera phone in budget then you must buy it it also has very good battery backup with fast chargeing facility sound quality and display are also excellent but i faced l
150,"The phone does not support NFC, dont trust any sponsored video for this. In sponsored video people claim that this phone has NFC, whereas in the phone NFC is not there.",the phone does not support nfc dont trust any sponsored video for this in sponsored video people claim that this phone has nfc whereas in the phone nfc is not there
150,Osm,osm
150,Impressive phone. Best in the budget.,impressive phone best in the budget
150,"camera is awesome 
Display and design awesome",camera is awesome display and design awesome
150,Better price 🤑better camera📷 👍👍,better price better camera
150,Happy with product.,happy with product
150,Wonderfull camera phone and also good battery backup design is very comfortable worthy to buy in cost wise,wonderfull camera phone and also good battery backup design is very comfortable worthy to buy in cost wise
150,Just Awesome!,just awesome
150,It's nice phone,it s nice phone
150,Good,good
150,Best phone I love this phone so much all functions and best this segment phone,best phone i love this phone so much all functions and best this segment phone
150,All-over this product is very beautiful and very attractive product but delevary is very poor from ecart,all over this product is very beautiful and very attractive product but delevary is very poor from ecart
150,Awesome,awesome
150,Not satisfied 😭,not satisfied
150,"Using more than 2 months and till now no issue faced. As a samsung user If I compare with Moto, both are good but Samsung gets advantage in security and android updates with some user interface easiness.",using more than 2 months and till now no issue faced as a samsung user if i compare with moto both are good but samsung gets advantage in security and android updates with some user interface easiness
150,"The mobile is very good, the camera is also good, the battery backup is also good but there is a heat problem.",the mobile is very good the camera is also good the battery backup is also good but there is a heat
150,"This phone is for my dad, and he is very happy with all the factors mentioned above which is camera, battery, display, design and performance. He is using the phone",this phone is for my dad and he is very happy with all the factors mentioned above which is camera battery display design and performance he is using the phone
150,Good 👍,good
150,"Amazing slim design 
Looks like a masterpiece
Thankyou Flipkart on time delivery 
Value buy product",amazing slim design looks like a masterpiece thankyou flipkart on time delivery value buy product
150,Picture quality is awesome overall Nice phone.,picture quality is awesome overall nice phone
150,Very defective phone delivered.auto reboot every 1-2 hours and decrease volume button not working,very defective phone delivered auto reboot every 1 2 hours and decrease volume button not working
150,It's best phone this price,it s best phone this price
150,Good,good
150,"Amazing quality of camera, this mobile is classic no.1",amazing quality of camera this mobile is classic no 1
150,Nice performance,nice performance
150,This is a genuine review. Camera performance is bad and battery performance is very poor despite moderate use just data on and 10 calls attended in a day. The battery drains faster than expected. Moto...,this is a genuine review camera performance is bad and battery performance is very poor despite moderate use just data on and 10 calls attended in a day the battery drains faster than expected moto
150,beast,beast
150,So-nice mobile,so nice mobile
150,Very very poor mic sound quality,very very poor mic sound quality
150,Fabulous,fabulous
150,Nice,nice
150,Waste of money display not w,waste of money display not w
150,Nice,nice
150,👍 good,good
150,Tooo good 👍,tooo good
150,"First impressions:

Display colors and brightness
Speaker quality
Cameras are decent
Adapter and cable are included.",first impressions display colors and brightness speaker quality cameras are decent adapter and cable are included
150,Nice,nice
150,Good Camera and performance is amazing,good camera and performance is amazing
150,Best phone 🤳🤳📱📱,best phone
150,Fantastic mobile.,fantastic mobile
150,Good,good
150,"charger stopped working within 1 month of purchasing...
disgusting",charger stopped working within 1 month of purchasing disgusting
150,Nice👍😊 Phone,nice phone
150,Good product with this range,good product with this range
150,Very good product,very good product
150,Very nice and camera quality are best,very nice and camera quality are best
150,"This phone is very good and smooth,",this phone is very good and smooth
150,Great Display and Camera,great display and camera
150,Best,best
150,Good one,good one
150,Nc,nc
150,Awesome,awesome
150,Worth the money,worth the money
150,Motorola 60 fusion mobile nice,motorola 60 fusion mobile nice
150,Product is good  and value for money,product is good and value for money
180,Nyc,nyc
180,Nice,nice
180,Side button is not working,side button is not working
180,Best camera 📱,best camera
180,Value for money,value for money
180,I love it ❣️,i love it
180,Very cool phone in this price segment,very cool phone in this price segment
180,"After update android 16 the phone camera not good 
Al features not work in photo editing betery drain like 2 to 3 year old phone",after update android 16 the phone camera not good al features not work in photo editing betery drain like 2 to 3 year old phone
180,Nice,nice
180,Good,good
180,If you want a smooth phone with no lag don't buy this,if you want a smooth phone with no lag don t buy this
180,"This phone Network problem is very high in village 
Not for low connectivity network suitable this Phone 
Very poor 
I am very disappointed",this phone network is very high in village not for low connectivity network suitable this phone very poor i am very disappointed
180,Overall gooda  all-rounder phone,overall gooda all rounder phone
180,Good,good
180,Nice,nice
180,Value for money,value for money
180,"I will not recommend you this phone if you are a heavy users or a gamer,other than this you can buy it",i will not recommend you this phone if you are a heavy users or a gamer other than this you can buy it
180,Best mobile,best mobile
180,My favourite brand i so happy 😊😁,my favourite brand i so happy
180,"Best camera phone in this price range 💖  
awesome display 
Very good design 💯 
Battery good",best camera phone in this price range awesome display very good design battery good
180,Good Product,good product
180,Best phone for camera user,best phone for camera user
180,"Camera 10/7

Battery 10/8

Display 10/10

Performance 10/6",camera 10 7 battery 10 8 display 10 10 performance 10 6
180,Value of money,value of money
180,Overall nice phone,overall nice phone
180,"Good Product with a decent camera and a Great Battery life 👍 


Premium Display, Worth Every penny.",good product with a decent camera and a great battery life premium display worth every penny
180,Superb as per price,superb as per price
180,Nice mobile,nice mobile
180,Nice,nice
180,Okay good,okay good
180,"All good, nice product.",all good nice product
180,Best phone,best phone
180,"Stock android experience 
Slim and sleek 
Premium built quality 
Best for normal users like elder people",stock android experience slim and sleek premium built quality best for normal users like elder people
180,Super camera super display battery backup ok,super camera super display battery backup ok
180,It is a good phone worth buying,it is a good phone worth buying
180,Full Paisa wasool! All features are great camera quality and display quality specially build.,full paisa wasool all features are great camera quality and display quality specially build
180,Best,best
180,Good product,good product
180,Best features at low,best features at low
180,"It is simply superbbb, nice features,",it is simply superbbb nice features
180,Very good product,very good product
180,Nice phone,nice phone
180,Full curved mobile is good looking worth it,full curved mobile is good looking worth it
180,This mobile is a very light weight and it operates one hand mode. I feel good.,this mobile is a very light weight and it operates one hand mode i feel good
180,Excellent phone at this range,excellent phone at this range
180,Very lagy and foggy and network issue,very lagy and foggy and network issue
180,Nice,nice
180,Overall phone is good,overall phone is good
180,Worth for the money and very smooth use with this moto UI,worth for the money and very smooth use with this moto ui
180,Good in this price range,good in this price range
180,Good,good
180,Nice camera,nice camera
180,Not working this phone I have newly purchased this phone I am totally upset for this phone.,not working this phone i have newly purchased this phone i am totally upset for this phone
180,Not bad,not bad
180,Overall good,overall good
180,Good,good
180,Nice,nice
180,Nice,nice
180,"Battery capacity is very low, only get 3hr charge bad battery backup",battery capacity is very low only get 3hr charge bad battery backup
180,I have bought it for Camera Performance and IP 69 protection. It has a ultra wide angle camera which is great for a  small Social media influencer like me.,i have bought it for camera performance and ip 69 protection it has a ultra wide angle camera which is great for a small social media influencer like me
180,Product is good 👍,product is good
180,Good phone,good phone
180,Mobile superrr,mobile superrr
180,In 25k segment this phone is no1...,in 25k segment this phone is no1
180,Just ok,just ok
180,Good performance,good performance
180,"Product is good.value for money, sound quality is awesome 💯",product is good value for money sound quality is awesome
180,Nice camera.I luv it. Overall good.,nice camera i luv it overall good
180,Display and design awesome.back camera even potrait mode awesome.front camera is average while people make more hyp.,display and design awesome back camera even potrait mode awesome front camera is average while people make more hyp
180,Good,good
180,Good 👍,good
180,Sup,sup
180,Cool and light weight.,cool and light weight
180,"Very good 
Nice phone",very good nice phone
180,Just wow,just wow
180,Camara Good,camara good
180,Camera is not satisfy,camera is not satisfy
180,All performance are best 👍,all performance are best
180,Best phone considering the price.,best phone considering the price
180,Speaker and mic could habe been better. But overall good package,speaker and mic could habe been better but overall good package
210,Fantastic phone,fantastic phone
210,For this range i would say overall superb excellent features flagship device thanks to motorola ⭐⭐⭐⭐⭐,for this range i would say overall superb excellent features flagship device thanks to motorola
210,Nice,nice
210,But it's Good phone,but it s good phone
210,Network prob,network prob
210,Good 💯,good
210,Nice mobile 📲📱,nice mobile
210,Masterpiece,masterpiece
210,Verry worst product because it hangs on if any normal work tuch cann work when switch off phone then work properly .,verry worst product because it hangs on if any normal work tuch cann work when switch off phone then work properly
210,Awesome,awesome
210,Motorola brand is always super n value for money✌️✌️,motorola brand is always super n value for money
