days,content,sentiment,summary
22,Satisfied,Pos,satisfied.
22,Nice 👍,Pos,nice.
22,Worthy,Pos,worthy.
22,Phone is good but camera quality is very poor.,Neg,Phone is good but camera quality is very poor.
23,love it,Pos,love it.
23,Very good product,Pos,very good product.
23,Ok,Neu,ok.
23,My phone not even completed 4 months and its bettry swollen so high like it can blast any time. Please don't buy any motorola mobile it could harm you and  total waste of your money,Neg,"Battery swollen and could blast, don't buy."
23,Overall a nice 20k budget phone. A big shout out to MOTOROLA,Pos,overall a nice 20k budget phone.
23,It is better in size and all,Pos,it is better in size and all.
23,Good product at this price.,Pos,good product at this price.
23,Camera quality is very fantastic but Battery backup not good but ok,Mix,Fantastic camera but battery backup not good.
23,"* battery and charging - Good
* Display and design - Good
* Performance - okay
* UI/Ux - not good 
* Camera - worst camera ever, front and rear camera very bad, not good in daylight and night. 

Not s...",Neg,"Mixed review, camera and UI/UX are bad."
23,Great 👍👍😃😃,Pos,great.
23,Satisfied with this product,Pos,satisfied with this product.
24,Very nice Phone,Pos,very nice phone.
24,Good,Pos,good.
24,Having display issue.,Neg,having display issue.
24,Okay,Neu,okay.
24,Very good.,Pos,very good.
24,Camera is fantastic 😊. Love this phone.,Pos,Camera is fantastic love this phone.
24,"Good design
Good camera quality 
Super amoled curved display true colour
Super ip69 protection
Super allrounder phone ........",Pos,"Good design, camera, display, protection, allrounder."
24,Not good enough.,Neg,not good enough.
24,"After 2months use this phone, my opinion is Motorola is back.",Pos,motorola is back.
24,In this  range good mobile,Pos,in this range good mobile.
24,"~Truly Awesome Value!
~Stylish Powerhouse!",Pos,truly awesome value stylish powerhouse.
24,Good phone,Pos,good phone.
25,Worst experience... don't buy this product a lot of problems something it's connect calls to another person...waste of money...,Neg,"Worst experience, connects calls to another person."
25,Value for money 💰,Pos,value for money.
25,Mobile is not working,Neg,mobile is not working.
25,Good 👍,Pos,good.
25,Supar slim set,Pos,supar slim set.
25,Nice phone,Pos,nice phone.
25,Awesome,Pos,awesome.
26,Sometimes video voices are breaking when mobile uses more then hours,Neg,Video voices break when mobile is used for hours.
26,This phone very over heating and battery performance is veri poor,Neg,Phone overheats and battery performance is poor.
26,Excellent 👌,Pos,Excellent.
26,5g network speed very low when comparing to my previous phone.,Neg,5G network speed is very low compared to previous phone.
26,Good performance,Pos,Good performance.
26,Good product,Pos,Good product.
26,Best phone,Pos,Best phone.
27,Good,Pos,Good.
27,Camera clarity is good,Pos,Camera clarity is good.
27,Very nice products,Pos,Very nice products.
27,Good,Pos,Good.
27,Heating issue,Neg,Heating issue.
27,Good,Pos,Good.
28,This phone switched off on its own and never get switched on again untill got repaired,Neg,Phone switched off and never turned on until repaired.
28,Very very affordable mobile. 👌👌🙏,Pos,Very very affordable mobile.
28,Gooddddd,Pos,Gooddddd.
28,"While talking on a video call, the phone gets hot very soon and it's so uncomfortable 😣 and sometimes it's blank, the features are not so good compared to the same amount of other mobile.",Neg,"Phone gets hot during video calls, uncomfortable, features not good."
28,Very nice product,Pos,Very nice product.
28,Waste of money,Neg,Waste of money.
29,After 6 month my ph is automatically not working,Neg,Phone stopped working after 6 months.
29,Camera is not good and clicking blurr pictures,Neg,Camera is not good and clicks blurry pictures.
29,Good,Pos,Good.
29,Overall good product,Pos,Overall good product.
29,It's good,Pos,It's good.
29,"Camera 4/5
Battery 4/5
Display 5/5
Performance 4/5",Pos,"Camera 4/5, battery 4/5, display 5/5, performance 4/5."
29,Heating problem,Neg,Heating.
29,Nice one,Pos,Nice one.
30,Good mobile,Pos,Good mobile.
30,"Awesome phone camra quality is superb.
Iam really satisfied with this phone.🙂",Pos,"Awesome phone, camera quality is superb, satisfied."
30,Good but services problem,Pos,Good but services.
30,wow great mobile,Pos,Wow great mobile.
30,Good,Pos,Good.
90,Very nice,Pos,Very nice.
90,Fantastic,Pos,Fantastic.
90,Natwark problem Hitg,Neg,Natwark hitg.
90,Phone not waterproof,Neg,Phone not waterproof.
90,It is an amazing mobile by moto in a best price range,Pos,Amazing mobile by moto in a best price range.
90,Ok,Neu,Ok.
90,Worest Mobile,Neg,Worest mobile.
90,Nice phone,Pos,Nice phone.
90,Nice,Pos,Nice.
90,I love it must buy,Pos,I love it must buy.
90,Overall good. Battery 🔋 backup se very good,Pos,Overall good battery backup se very good.
90,5/5 rating awesome phone friendly budget,Pos,5/5 rating awesome phone friendly budget.
90,It hang too frequently,Neg,It hang too frequently.
90,Ok,Neu,Ok.
90,Excellent,Pos,Excellent.
90,Not good..i am purchase this product 3months olny.. mobile too gang..i recommend this product don't buy...,Neg,"Not good, phone hangs, don't buy."
90,It need some improvement,Neu,It need some improvement.
90,Nice Camera,Pos,Nice camera.
90,Excellent Phones,Pos,Excellent phones.
90,Very Good......,Pos,Very good.
120,Nice 👍🏻,Pos,Nice.
120,Great phone at this price good service by the service person,Pos,"Great phone at this price, good service."
120,Best under 20k,Pos,Best under 20k.
120,Product is great... But I am fed up of this battery issue... It does not stay for 24 hrs without even using wifi or gps or hotspot... Having serious battery issue... Getting discharged very soon,Neg,"Great product but battery issue, doesn't last 24 hours."
120,Best phone in this range,Pos,Best phone in this range.
120,Gud,Pos,gud.
120,Good,Pos,good.
120,Ok,Neu,ok.
120,I was put on the play store app update and the mobile was hanged and shut down at the same time.,Neg,App update caused phone to hang and shut down.
120,good phone,Pos,good phone.
120,Nice,Pos,nice.
120,Phone camera is good battery backup is good every thing is so pursiches this ph8,Pos,Good camera and battery backup.
120,Excellent 👍🏼👍🏼,Pos,excellent.
120,All' Good 👍,Pos,all good.
120,"Having heating issue while charging, freezing many time and battery draining without uses and don't have option of return or exchange also",Neg,"Heating issue, freezing, battery draining, no return option."
120,Super quality mobile,Pos,super quality mobile.
120,It's a very good phone..,Pos,it s a very good phone.
120,Water leakage problem in the product,Neg,water leakage in the product.
120,Nice,Pos,nice.
120,This is 2 months after review... Really the best mobile.. no doubt go for it,Pos,"Best mobile, go for it."
120,"Network issues, slow response, bad touch response,",Neg,"Network issues, slow response, bad touch response."
120,"Amazing product. Value for money product, smooth interface, multiple standalone features and reliable !
Upgraded from Moto G62. No issues in last 3 years within the motorolla system, mentioning this b...",Pos,"Amazing product, value for money, smooth interface, reliable."
120,nice phone amazing🥰value for money 💰,Pos,nice phone amazingvalue for money.
120,Good product amezing,Pos,good product amezing.
120,I loved the phone. curves are good brighter display but the speakers should be more better though it comes with Dolby still distortion is there.,Pos,"Loved the phone, good curves and display, but speakers could be better."
120,"Mobile got very heat unable to use more hours,",Neg,mobile got very heat unable to use more hours.
120,Ok,Neu,ok.
120,Ok,Neu,ok.
120,Good,Pos,good.
120,"All good, but im disappointed with camera. The normal camera is good but the 0.5x video and photo camera is so poor. Excluding that its a masterpiece",Neg,Good overall but disappointed with 0.5x camera.
120,Really worthy for money.... must buy option.,Pos,really worthy for money must buy option.
120,Good,Pos,good.
120,Super phone,Pos,super phone.
120,One of the best product. I bought two of them. Simply Awesome.,Pos,"One of the best product, bought two, awesome."
120,Awesome...I liked,Pos,awesome i liked.
120,Overall a good Phone and Good Camera Quality,Pos,overall a good phone and good camera quality.
120,Best product for this price,Pos,best product for this price.
120,Speaker issue,Neg,speaker issue.
120,Excellent gadget 👏,Pos,excellent gadget.
120,Two month useing this phone .but hanging problam in phone,Neg,Hanging problem after two months of use.
120,"After using 2 months I write this review.
All things are good and performance are enhance more...after a new update 
Camera quality almost good
Battery life is also so long for normal user.
I really l...",Pos,"Good after update, camera good, battery long lasting."
120,Good Mobile phone from 20k budget camera quality good and display smooth and android version 16 update in moto edge 60 fusion and everything ok phone,Pos,"Good mobile, camera good, display smooth, Android 16 update."
120,Fully waste of money...phone runs slowly..8 gb performed actually types of 4gb ram...video graphy verry poor quality...edge 40 n 50 better than edge 60 fusion n pro..totally useless phone...,Neg,"Waste of money, slow performance, poor video quality."
120,Quality and preformed this phone,Pos,quality and preformed this phone.
120,"Good performance, screen is super",Pos,good performance screen is super.
120,This phone has a major issue. It is restarting automatically and  hanging. Not recommended,Neg,"Major issue, restarting automatically and hanging."
120,Good,Pos,good.
120,Ultimate Design,Pos,ultimate design.
120,More efficient,Pos,more efficient.
120,Nice phone,Pos,nice phone.
120,Good product,Pos,good product.
120,battery backup not god,Neg,battery backup not god.
120,Good,Pos,good.
120,Nice phone.,Pos,nice phone.
120,Battery draining very fast,Neg,battery draining very fast.
120,Awesome,Pos,awesome.
120,"The phone is a complete package of everything, good camera, looks , user experience.",Pos,"complete package with good camera, looks, and user experience."
120,Ok,Neu,ok.
120,Best,Pos,best.
120,Best camera quality,Pos,best camera quality.
120,So nice all rundar phene,Pos,so nice all rundar phene.
120,Nice phone with great internal memory. Nice camera too,Pos,nice phone with great internal memory and camera.
120,Best phone best price,Pos,best phone best price.
120,"Initially phone performance is fine 

Actually main output will be deliver in some months",Neu,"phone performance is fine initially, long-term performance to be determined."
120,Very bad product waste of money Hanging problem 😞 phone,Neg,"very bad product, waste of money, hanging phone."
120,Outstanding,Pos,outstanding.
120,Budget friendly mobile,Pos,budget friendly mobile.
120,Good mobile,Pos,good mobile.
120,Ok,Neu,ok.
120,Ex,Neu,ex.
150,Good product,Pos,good product.
150,Awesome mobile,Pos,awesome mobile.
150,Nice one,Pos,nice one.
150,Under 20k prize best phone 👍,Pos,under 20k prize best phone.
150,Cell phone is good Value for money,Pos,cell phone is good value for money.
150,Hanging issue app malfunctioning..,Neg,hanging issue app malfunctioning.
150,Just WOW...😍😍,Pos,just wow.
150,the device is not working.,Neg,the device is not working.
150,Everything is good but one issue 🥲 in this fon battery drain fast,Neg,everything is good but battery drain fast.
150,Moto phone is very super'b,Pos,moto phone is very super b.
150,Nice product,Pos,nice product.
150,Super,Pos,super.
150,"Recommand not to buy🥹

Mobile is hanging even in normal use🥴


Review after used 1 month.
Performance is not better as per price.
Phone is lagging even normal use.
Don't use app lock for default goo...",Neg,"not recommended, phone hangs even in normal use, performance is not good."
150,The phone was on and off itself..and apps were not working...closing automatically...,Neg,phone was on and off itself and apps were not working.
150,Good,Pos,good.
150,Over hit phone very bad qualitay,Neg,over hit phone very bad qualitay.
150,Ok ok,Neu,ok ok.
150,"I am giving review after using 2 months 
Phone hangs, call drop issue, automatically switch off issue
Dont huy this phone
Camera not working property",Neg,"phone hangs, call drop issue, automatically switch off, camera not working."
150,"Happy With Motorola. This year Diwali 🎇 special. I buy... 
Worth For given Amount. Super",Pos,"happy with motorola, worth the money, super."
150,Good,Pos,good.
150,all  is well 👍,Pos,all is well.
150,The display was very good and the camera is also up to the mark phone performance is quite good for daily use and the design is sleek but the camera bump is not good It feels very uncomfortable when t...,Pos,"good display and camera, good performance, but uncomfortable camera bump."
150,"Camera quality is enhanced by moto ai design is excellent but battery are disappeared to me and also software have been slow working but overall I love it by camera, display, design and spacker",Pos,"enhanced camera quality, excellent design, but battery and software are slow, overall love it."
150,"Very nice product this price range 
Very useful Motorola mobiles 
Thank you Motorola 
Value for money.",Pos,"very nice product, value for money."
150,Good,Pos,good.
150,Not much better,Neg,not much better.
150,Good pro,Pos,good pro.
150,Some time sound problem faced,Neg,some time sound faced.
150,Outstanding,Pos,outstanding.
150,Amazing camera,Pos,amazing camera.
150,Phone to slow someone already used these mobile may be it not good,Neg,Phone is slow and possibly used.
150,Value for money 💰,Pos,Value for money.
150,Lovely phone nice camra.,Pos,Lovely phone with nice camera.
150,Good,Pos,Good.
150,"Not good as expected, not worth the money",Neg,"Not good as expected, not worth the money."
150,I am very happy with this phone....,Pos,Very happy with the phone.
150,This is best phone 20k under,Pos,Best phone under 20k.
150,Awsome,Pos,Awesome.
150,Sim not detecting,Neg,SIM not detecting.
150,"Bad , experience , Hang issues not solved. 
Flipkart support not satisfied.",Neg,"Bad experience, hang issues, unsatisfied with support."
150,"The display and camera quality is superb, and the feel is comfortable , looks attractive.
I found it as expected,I like it .",Pos,"Superb display and camera, comfortable and attractive."
150,After one day hang my device many times hanging problem pls solve this issue,Neg,"Device hangs frequently, needs fixing."
150,Superb,Pos,Superb.
150,Good performance,Pos,Good performance.
150,"Good phone this price range 
Slim handy performance good",Pos,"Good phone, slim, handy, good performance."
150,Very nice...but the e kart has not delivered the mobile for 3days .....I went directly to the  E kart hub to get the mobile...is this the way for delivery... really Fed up with the exchange mobile also,Neg,Delivery issues and fed up with exchange.
150,Other is all good hello moto,Pos,"All good, hello moto."
150,Good PHONE,Pos,Good phone.
150,Best,Pos,Best.
150,Very slow speed mobile,Neg,Very slow speed mobile.
150,According,Neu,According.
150,Motorola edge 60fusion good 👍 fukel. 5****,Pos,Motorola Edge 60 Fusion good.
150,Excellent features..,Pos,Excellent features.
150,During call time mobile temperature increased higher than expected.,Neg,Mobile temperature increases during calls.
150,"Low network aria not working good data
As compared to other bards",Neg,Low network and bad data compared to other brands.
150,"Good camera 5/5
Good battery 5/5
Very good display 5/5",Pos,"Good camera, battery, and display."
150,Nice quality phone at an affordable price.,Pos,Nice quality phone at an affordable price.
150,"All is good....
Value for money phone...",Pos,"All is good, value for money phone."
150,Speaker problem,Neu,Speaker.
150,Good,Pos,Good.
150,Beauty of Moto - Hand Carry Aswasome,Pos,"Beauty of Moto, awesome to carry."
150,Excellent mobile with brilliant specifications,Pos,Excellent mobile with brilliant specifications.
150,For me the display is little bit large....touch is very smooth..... gallery app is not provided in this...... overall love it,Pos,"Large display, smooth touch, missing gallery app, overall love it."
150,To much heating,Neg,Too much heating.
150,Motorola edge 60 fusion smartphone nice great thanks Moto,Pos,"Motorola Edge 60 Fusion smartphone nice, thanks Moto."
150,Okay 👍,Neu,Okay.
150,Battery drain problem Motorola third class mobile 🤢🤢,Neg,"Battery drain, third class mobile."
150,Average,Neu,Average.
150,But it's good,Pos,But it's good.
150,"It has heating issue.
Camera decent.",Neg,"Heating issue, decent camera."
150,very good,Pos,Very good.
150,Best product in this price,Pos,Best product in this price.
150,Thanks flipkart,Pos,Thanks Flipkart.
150,Nice,Pos,Nice.
150,Very nice 👍 motorola mobile best,Pos,"Very nice Motorola mobile, best."
150,Sound not God,Neg,Sound not good.
150,Good phone but battery not good,Neg,Good phone but battery not good.
150,Nice cemara quality 👌👌,Pos,Nice camera quality.
150,"Good 👍👍 
Super",Pos,Good super.
150,Best phone in this Range,Pos,Best phone in this range.
150,Good,Pos,Good.
150,Not promise Time,Neg,Not promise time.
150,good product but little bit hanging,Neg,Good product but little bit hanging.
150,My dream mobile I am so happy 🤩🤩🤩,Pos,"My dream mobile, I am so happy."
150,Best in this price range,Pos,Best in this price range.
150,very nice,Pos,Very nice.
150,"Good night camera. Pic colours over boosted, some might like it catchy. Nice curved display.  Light weight. The battery is sufficient for a day's use. Charging speed is awesome. Clean pure android sta...",Pos,"Good camera, nice display, light, sufficient battery, fast charging, clean Android."
150,Cool,Pos,Cool.
150,Facing internet issue..showing 5g signal full but internet not working.. settings changed but facing same issue several times,Neg,Internet issue despite full 5G signal.
150,Sound speakers is not working properly the ￼ scratch sound is on video and song,Neg,"Sound speakers not working properly, scratch sound."
150,Gud,Pos,Gud.
150,Good,Pos,Good.
150,Very nice phone,Pos,Very nice phone.
150,Good mobile phone,Pos,Good mobile phone.
150,Screen not working properly,Neg,Screen not working properly.
150,Very good,Pos,Very good.
150,Worst phone,Neg,Worst phone.
150,Nise bat luk,Pos,Nise bat luk.
150,All good,Pos,All good.
150,Good wow,Pos,Good wow.
150,Nice mobile,Pos,Nice mobile.
150,Never buy this phone because this phone auto restart many times in a single day.very cheap phone,Neg,"Phone auto restarts, very cheap."
150,Good pro,Pos,Good pro.
150,"Netwark issu  after 1manth  not by those phone 
Network and download very slow this mobile 
Iam suggest by vivo t4r best fore vivo mobile",Neg,"Network issues after a month, slow download."
150,Over all good,Pos,Over all good.
150,Look like to be premium set 😲👌,Pos,Look like to be premium set.
150,Very good phone in this price range,Pos,Very good phone in this price range.
150,Nice phone,Pos,Nice phone.
150,Good Product,Pos,Good product.
150,Lovely Phone,Pos,Lovely phone.
150,Value for money.,Pos,Value for money.
150,Good product,Pos,Good product.
150,Good,Pos,Good.
150,Very nice camera and look,Pos,Very nice camera and look.
150,This is one of the best phones in the category of mid range.,Pos,One of the best mid-range phones.
150,Front and back camera both are nice very slim and light weight in-hand feel is very premium colour is super display is top notch performance is also good as price but only having very small issue like...,Pos,"Nice cameras, slim, light, premium feel, good performance, minor issue."
150,"Very good performance 
Camera like wow 
Go for lt 👍",Pos,"Very good performance, great camera."
150,Worthy for mon,Pos,Worthy for mon.
150,Very good mobile,Pos,Very good mobile.
150,Good,Pos,Good.
150,Overall very good 👍👍,Pos,Overall very good.
150,Camera quality is worst than samsung mobile camera of this price,Neg,Camera quality worse than Samsung.
150,Overall good mobile Worth it,Pos,"Overall good mobile, worth it."
150,Good product,Pos,Good product.
150,I amazing product i really like it,Pos,"Amazing product, really like it."
150,Good phone at 19500,Pos,Good phone at 19500.
150,Best in the segment. Best performance ever. Happy with purchase.,Pos,"Best in segment, happy with purchase."
150,speaker quality is average also camera,Neg,Speaker and camera quality average.
150,"After a long time came out of samsung environment and brought Motorola. Amazed by its look, display Ai, user friendly. Just love it.",Pos,"Amazed by look, display, and user-friendliness."
150,Good phone for camera,Pos,Good phone for camera.
150,Motrola best in midrange smartphone,Pos,Motorola best in midrange smartphone.
150,Everything is good,Pos,Everything is good.
150,Perfect and phone is amazing camera 📸 quality of this price .,Pos,Perfect and amazing camera quality.
150,"Mobile looks very primium and cool 😍
Image Quality of the camera is great performance is good go for it 👍",Pos,"Premium look, great camera, good performance."
150,Super,Pos,Super.
150,Good performance,Pos,Good performance.
150,Awsome phone moto g,Pos,Awesome phone moto g.
150,On 2nd day black bubble come on screen.,Neg,Black bubble on screen after 2 days.
150,"Best phone under the budget segment with best multi media, camera, daily uses,haptics and many more. It will be best for the people who does multiple task. I will advice to consider this phone",Pos,"Best phone under budget, good for multitasking."
150,Very good,Pos,Very good.
150,Nice 👍,Pos,Nice.
150,Excellent,Pos,Excellent.
150,Very good phn,Pos,Very good phn.
150,"excellent phone in this price, 
wonderful and amazing product.",Pos,"Excellent phone, wonderful and amazing."
150,Very good mobile,Pos,Very good mobile.
150,"Ok , superb",Pos,Ok superb.
150,"Over all ok, Balanced or decent mobile phone under 20k",Neu,"Overall ok, balanced mobile under 20k."
150,This phone is very good in this price range. Battery of this phone is awesome and display also,Pos,"Very good, awesome battery and display."
150,Super..,Pos,Super.
150,Best phone,Pos,Best phone.
150,I will love it,Pos,I will love it.
150,Excellent,Pos,Excellent.
150,"Switched to moto from iphone. I'm having a great time with this phone and also with the Android system. 
Great experience and hands down the best decision made l. Moto is something else with this 60 f...",Pos,Great experience switching from iPhone.
150,Best phone all rounder ❤️,Pos,Best phone all rounder.
150,Superb,Pos,Superb.
150,Really good mobile,Pos,Really good mobile.
150,This phone is automatically off,Neg,Phone automatically turns off.
150,Camera quality poor,Neg,Camera quality poor.
150,Good prdu,Pos,Good prdu.
150,Value for money 💵 awesome phone,Pos,Value for money awesome phone.
150,Over all good phone,Pos,Over all good phone.
150,Not good phine,Neg,Not good phine.
150,Nice phon,Pos,Nice phon.
150,"The back portion made of leather, got scratched within 1 week of use. Build quality of vegan leather is not up to the mark, Moto Should provide back cover at a certain price with handset.",Neg,"Leather back scratched easily, poor quality."
150,All is well,Pos,All is well.
150,Excellent,Pos,Excellent.
150,"Mobile gets heat 
Camera is not good as expected",Neg,"Mobile gets hot, camera not good."
150,Super,Pos,Super.
150,"Charging problem with in 10 days 
Not working good 
Waist of money",Neg,"Charging not working, waste of money."
150,Best mobile,Pos,Best mobile.
150,One of the best phone 📱 I have used in my life...totally flagship super killer...from sam kashmir...love you moto...💝📱💝,Pos,"One of the best phone, flagship killer."
150,"Only lagging, hanging and heating problem, don't buy",Neg,"Lagging, hanging, and heating, don't buy."
150,Super,Pos,Super.
150,Nice phone in this range,Pos,Nice phone in this range.
150,good Smart phone under  23k segment. good battery life good camera good display. Over all good design and slim also lite weight. Give 4 star out of 5,Pos,"Good smartphone, battery, camera, display, design."
150,"Within 12 days the display got a pink line, so don't buy this phone. Worst experience.",Neg,"Pink line on display, worst experience."
150,Nice cemara and bettery backup,Pos,Nice cemara and bettery backup.
150,Best in 20k budget light weight looking super in hand recommended to buy it,Pos,"Best in 20k budget, light weight, recommended."
150,Nice product,Pos,Nice product.
150,Value for money,Pos,Value for money.
150,thanks,Pos,thanks.
150,"Not very good and very bad 
it is a average mobile phone.
Camara quality not better picture pixel.
 Battery percent high drop multiple time but better talk inbox high charger available so better charg...",Neg,"Average camera, battery issues, but good talk inbox and charger."
150,Very good phone in this price range 😀,Pos,Very good phone in this price range.
150,Nice product,Pos,nice product.
150,At this price range best phone.,Pos,Best phone at this price range.
150,"Boleeeee tooooo ......
Best phone 
Charging 1 number 
Camera result 1 number 
Feature 1 number.. 

Heating the phone in chargeing",Pos,"Best phone, charging, camera, features are great, but phone heats while charging."
150,All good device,Pos,all good device.
150,Good,Pos,good.
150,Amaizing,Pos,amaizing.
150,Amazing phone amazing display sound fast charging great.Great camera and picture quality.,Pos,"Amazing phone with great display, sound, fast charging, and camera."
150,Very nic,Pos,very nic.
150,Just a beast mobile.,Pos,just a beast mobile.
150,Amazing phone with beautiful camera 😍,Pos,Amazing phone with beautiful camera.
150,Best phone go for it,Pos,Best phone go for it.
150,Superb!,Pos,superb.
150,Not interested to say,Neu,not interested to say.
150,This phone is not value for money. This phone is not performing as aspected. issues like overheating and a bad curve display which i didn't like I faced. I sent multiple complaints on refund for this ...,Neg,"Not value for money, overheating, bad display, requested refund."
150,V good phone.I like it,Pos,v good phone i like it.
150,Display looks faddy. Phone looks poor quality. UI needs to be good,Neg,"Display looks faddy, poor quality, UI needs improvement."
150,Nice phone,Pos,nice phone.
150,Good product,Pos,good product.
150,"Good, value for",Pos,good value for.
150,Fantastic and super mobil,Pos,fantastic and super mobil.
150,"Gorilla 🦍 glass is too good.
I dropped on tiles floor
Durability is too good",Pos,Gorilla glass is durable.
150,Nice,Pos,nice.
150,Overall is good 👍😊,Pos,overall is good.
150,I am so happy to buy this product 😊,Pos,I am so happy to buy this product.
150,Overall Good,Pos,overall good.
150,Its good quality this range,Pos,its good quality this range.
150,nice phone...,Pos,nice phone.
150,I was this product and speaker issue soun is not good worst experience,Neg,"Speaker issue, sound is not good, worst experience."
150,Camara is to good 👍,Pos,camara is to good.
150,"Product is good ,,but flipkart service is very bad",Neg,Product is good but flipkart service is very bad.
150,To good,Pos,to good.
150,"Everything is okay except build quality, getting scratches on frame by its own.",Neg,"Build quality is bad, scratches easily."
150,Product is very beautiful ❤️😍,Pos,product is very beautiful.
150,Great all rounder phone,Pos,great all rounder phone.
150,Nice phone good pic quality,Pos,nice phone good pic quality.
150,Not purchased thi product very bad 😔😔,Neg,not purchased thi product very bad.
150,Heating problem,Neg,heating.
150,Good,Pos,good.
150,"A selfie camera is not good but the back camera is excellent .
No hanging and heating",Pos,"Selfie camera is bad, back camera is excellent, no hanging or heating."
150,Amaging phone,Pos,amaging phone.
150,"The phone is good in this budget, I liked the display and camera quality, at this price. If your budget is 20k or 25k then this phone is best for you.",Pos,"Good phone in this budget, liked display and camera."
150,Nice,Pos,nice.
150,Good,Pos,good.
150,Superb quality happy ☺️,Pos,superb quality happy.
150,"Camera Good 💯 📸 
Processor is fast work Good 👍💯
Battery fast charging work Good 💯
Best price thanks you Flipkart 😘",Pos,"Good camera, processor, battery, fast charging, best price."
150,All ok price is around well,Pos,all ok price is around well.
150,Value for money,Pos,Value for money.
150,Awasome,Pos,Awesome.
150,Supar,Pos,Supar.
150,Ok,Neu,Ok.
150,Just looking like a 😲🥰,Neu,Just looking like a.
150,"I'm really happy with this Motorola phone! The performance is smooth, the display is bright and clear, and the battery life is excellent. The camera quality is also very good for this price range. Ove...",Pos,"Happy with smooth performance, bright display, excellent battery, and good camera."
150,Very good product,Pos,Very good product.
150,Good,Pos,Good.
150,All good mobile use,Pos,All good mobile use.
150,"Best phone Value for money 
In 20-23 range",Pos,Best phone value for money in 2023 range.
150,"Some issues like somtime app doesn't open at once and lagging also but camera is decent screen quality is best,thin and not heavy",Neg,"Some app issues and lagging, but decent camera and best screen quality."
150,Phone camera not work.,Neg,Phone camera not work.
150,All ok,Neu,All ok.
150,Most wrost and third class product... Software and hardware both are third class.  Please go for samsung  A35 5g don't waste your money in motrola product,Neg,"Worst product, recommends Samsung A35 5G instead."
150,Great product for the pri,Pos,Great product for the pri.
150,Good mobile,Pos,Good mobile.
150,Nice,Pos,Nice.
150,"Camera performance great, mobile processor working fine",Pos,"Camera performance great, mobile processor working fine."
150,Good product,Pos,Good product.
150,Don't buy the Motorola edge 60 fashion  phone charging fast down and heating the phone that's why not buying this phone varishth service the Motorola and Flipkart don't buy the online please,Neg,"Don't buy, charging fast down and heating."
150,Awesome,Pos,Awesome.
150,good camera,Pos,Good camera.
150,"Display is best,camera is better, speaker are loud, curved display looks good but applying uv glass in every 3 month is risky and expensive.",Pos,"Good display and camera, but UV glass replacement is risky and expensive."
150,Very good product ✅,Pos,Very good product.
150,"Overall a very good performance..
superb moto..TQ flipkart",Pos,Overall a very good performance superb moto.
150,Awesome product,Pos,Awesome product.
150,"Good mobile 
Everything is ok
Best phone",Pos,Good mobile everything is ok best phone.
150,Good,Pos,Good.
150,Good,Pos,Good.
150,Good,Pos,Good.
150,Nice,Pos,Nice.
150,Not good,Neg,Not good.
150,Super quality,Pos,Super quality.
150,Nice phone,Pos,Nice phone.
150,Super,Pos,Super.
150,Nice mid range phone for moderate usage,Pos,Nice mid range phone for moderate usage.
150,Good,Pos,Good.
150,"1.Design Good
2.Single handed uses
3. Battery awesome 🔋",Pos,"Good design, single handed use, awesome battery."
150,"I am not a pro to give a phones review. but as a commoner, I can say, this one got the worst camera features. Selfies and videos are truly pathetic. The images  have poor clarity and a blurred or extr...",Neg,"Worst camera features, poor clarity, blurred images."
150,Network issue,Neg,Network issue.
150,Good,Pos,Good.
150,Over all,Neu,Over all.
150,"Amazing experience with new phone.

Battery last for two days with moderate use.

Video and audio quality is amazing, specially Dolby Atmos, it makes listening experience with earbuds and speaker very...",Pos,"Amazing experience, great battery, video and audio quality."
150,"Budget segment phone 
I love Motorola phones😍",Pos,"Budget segment phone, loves Motorola phones."
150,Nice,Pos,Nice.
150,Very nice,Pos,Very nice.
150,Amezing,Pos,Amezing.
150,Wish i never brought this phone. People are reviewing it after 2or3 days. i am posting this review after 4 months of usage. literally don't get influenced by tech youtubers. don't buy this phone,Neg,"Do not buy this phone, influenced by tech youtubers, after 4 months of usage."
150,Video zooming quality very bad,Neg,Video zooming quality very bad.
150,very good,Pos,very good.
150,Best phone this price range an all over Market,Pos,best phone this price range an all over market.
150,Amazing phone for this price range.,Pos,amazing phone for this price range.
150,Super good,Pos,super good.
150,Totally good. Updated OS 16,Pos,totally good updated os 16.
150,One of the best mobile of the yaer,Pos,one of the best mobile of the yaer.
150,Heating issue,Neg,heating issue.
150,Value for money,Pos,value for money.
150,Truely satisfied by phone .valuable as per money,Pos,truely satisfied by phone valuable as per money.
150,"The product is very good but Flipkart
is once again the worst. Once again in life Flipkart
has made it seem like it is annoying",Pos,the product is very good but flipkart is the worst.
150,It's well fit for decent users.. good and smart phone. It will good choice..,Pos,it s well fit for decent users good and smart phone it will good choice.
150,Good phone,Pos,good phone.
150,"I like this product very much, it is a good value for money, it has all the features at this price, only the camera quality is not that good. Moto just improve camera quality",Pos,i like this product very much it is a good value for money it has all the features at this price only the camera quality is not that good moto just improve camera quality.
150,Good phone,Pos,good phone.
150,Good finish and good looking smart phones,Pos,good finish and good looking smart phones.
150,Super phone,Pos,super phone.
