days,content,cleaned_review,llm_output
150,"Within 12 days the display got a pink line, so don't buy this phone. Worst experience.",within 12 days the display got a pink line so don t buy this phone worst experience,"ID: 1262 | Sentiment: Neg | Summary: Pink line on display, worst experience."
150,Nice cemara and bettery backup,nice cemara and bettery backup,ID: 1263 | Sentiment: Pos | Summary: Nice cemara and bettery backup.
150,Best in 20k budget light weight looking super in hand recommended to buy it,best in 20k budget light weight looking super in hand recommended to buy it,"ID: 1264 | Sentiment: Pos | Summary: Best in 20k budget, light weight, recommended."
150,Nice product,nice product,ID: 1265 | Sentiment: Pos | Summary: Nice product.
150,Value for money,value for money,ID: 1266 | Sentiment: Pos | Summary: Value for money.
150,thanks,thanks,ID: 1267 | Sentiment: Pos | Summary: thanks.
150,"Not very good and very bad 
it is a average mobile phone.
Camara quality not better picture pixel.
 Battery percent high drop multiple time but better talk inbox high charger available so better charg...",not very good and very bad it is a average mobile phone camara quality not better picture pixel battery percent high drop multiple time but better talk inbox high charger available so better charg,"ID: 1268 | Sentiment: Neg | Summary: Average camera, battery issues, but good talk inbox and charger."
150,Very good phone in this price range 😀,very good phone in this price range,ID: 1269 | Sentiment: Pos | Summary: Very good phone in this price range.
150,Nice product,nice product,ID: 1270 | Sentiment: Pos | Summary: nice product.
150,At this price range best phone.,at this price range best phone,ID: 1271 | Sentiment: Pos | Summary: Best phone at this price range.
150,"Boleeeee tooooo ......
Best phone 
Charging 1 number 
Camera result 1 number 
Feature 1 number.. 

Heating the phone in chargeing",boleeeee tooooo best phone charging 1 number camera result 1 number feature 1 number heating the phone in chargeing,"ID: 1272 | Sentiment: Pos | Summary: Best phone, charging, camera, features are great, but phone heats while charging."
150,All good device,all good device,ID: 1273 | Sentiment: Pos | Summary: all good device.
150,Good,good,ID: 1274 | Sentiment: Pos | Summary: good.
150,Amaizing,amaizing,ID: 1275 | Sentiment: Pos | Summary: amaizing.
150,Amazing phone amazing display sound fast charging great.Great camera and picture quality.,amazing phone amazing display sound fast charging great great camera and picture quality,"ID: 1276 | Sentiment: Pos | Summary: Amazing phone with great display, sound, fast charging, and camera."
150,Very nic,very nic,ID: 1277 | Sentiment: Pos | Summary: very nic.
150,Just a beast mobile.,just a beast mobile,ID: 1278 | Sentiment: Pos | Summary: just a beast mobile.
150,Amazing phone with beautiful camera 😍,amazing phone with beautiful camera,ID: 1279 | Sentiment: Pos | Summary: Amazing phone with beautiful camera.
150,Best phone go for it,best phone go for it,ID: 1280 | Sentiment: Pos | Summary: Best phone go for it.
150,Superb!,superb,ID: 1281 | Sentiment: Pos | Summary: superb.
150,Not interested to say,not interested to say,ID: 1282 | Sentiment: Neu | Summary: not interested to say.
150,This phone is not value for money. This phone is not performing as aspected. issues like overheating and a bad curve display which i didn't like I faced. I sent multiple complaints on refund for this ...,this phone is not value for money this phone is not performing as aspected issues like overheating and a bad curve display which i didn t like i faced i sent multiple complaints on refund for this,"ID: 1283 | Sentiment: Neg | Summary: Not value for money, overheating, bad display, requested refund."
150,V good phone.I like it,v good phone i like it,ID: 1284 | Sentiment: Pos | Summary: v good phone i like it.
150,Display looks faddy. Phone looks poor quality. UI needs to be good,display looks faddy phone looks poor quality ui needs to be good,"ID: 1285 | Sentiment: Neg | Summary: Display looks faddy, poor quality, UI needs improvement."
150,Nice phone,nice phone,ID: 1286 | Sentiment: Pos | Summary: nice phone.
150,Good product,good product,ID: 1287 | Sentiment: Pos | Summary: good product.
150,"Good, value for",good value for,ID: 1288 | Sentiment: Pos | Summary: good value for.
150,Fantastic and super mobil,fantastic and super mobil,ID: 1289 | Sentiment: Pos | Summary: fantastic and super mobil.
150,"Gorilla 🦍 glass is too good.
I dropped on tiles floor
Durability is too good",gorilla glass is too good i dropped on tiles floor durability is too good,ID: 1290 | Sentiment: Pos | Summary: Gorilla glass is durable.
150,Nice,nice,ID: 1291 | Sentiment: Pos | Summary: nice.
150,Overall is good 👍😊,overall is good,ID: 1292 | Sentiment: Pos | Summary: overall is good.
150,I am so happy to buy this product 😊,i am so happy to buy this product,ID: 1293 | Sentiment: Pos | Summary: I am so happy to buy this product.
150,Overall Good,overall good,ID: 1294 | Sentiment: Pos | Summary: overall good.
150,Its good quality this range,its good quality this range,ID: 1295 | Sentiment: Pos | Summary: its good quality this range.
150,nice phone...,nice phone,ID: 1296 | Sentiment: Pos | Summary: nice phone.
150,I was this product and speaker issue soun is not good worst experience,i was this product and speaker issue soun is not good worst experience,"ID: 1297 | Sentiment: Neg | Summary: Speaker issue, sound is not good, worst experience."
150,Camara is to good 👍,camara is to good,ID: 1298 | Sentiment: Pos | Summary: camara is to good.
150,"Product is good ,,but flipkart service is very bad",product is good but flipkart service is very bad,ID: 1299 | Sentiment: Neg | Summary: Product is good but flipkart service is very bad.
150,To good,to good,ID: 1300 | Sentiment: Pos | Summary: to good.
150,"Everything is okay except build quality, getting scratches on frame by its own.",everything is okay except build quality getting scratches on frame by its own,"ID: 1301 | Sentiment: Neg | Summary: Build quality is bad, scratches easily."
150,Product is very beautiful ❤️😍,product is very beautiful,ID: 1302 | Sentiment: Pos | Summary: product is very beautiful.
150,Great all rounder phone,great all rounder phone,ID: 1303 | Sentiment: Pos | Summary: great all rounder phone.
150,Nice phone good pic quality,nice phone good pic quality,ID: 1304 | Sentiment: Pos | Summary: nice phone good pic quality.
150,Not purchased thi product very bad 😔😔,not purchased thi product very bad,ID: 1305 | Sentiment: Neg | Summary: not purchased thi product very bad.
150,Heating problem,heating,ID: 1306 | Sentiment: Neg | Summary: heating.
150,Good,good,ID: 1307 | Sentiment: Pos | Summary: good.
150,"A selfie camera is not good but the back camera is excellent .
No hanging and heating",a selfie camera is not good but the back camera is excellent no hanging and heating,"ID: 1308 | Sentiment: Pos | Summary: Selfie camera is bad, back camera is excellent, no hanging or heating."
150,Amaging phone,amaging phone,ID: 1309 | Sentiment: Pos | Summary: amaging phone.
150,"The phone is good in this budget, I liked the display and camera quality, at this price. If your budget is 20k or 25k then this phone is best for you.",the phone is good in this budget i liked the display and camera quality at this price if your budget is 20k or 25k then this phone is best for you,"ID: 1310 | Sentiment: Pos | Summary: Good phone in this budget, liked display and camera."
150,Nice,nice,ID: 1311 | Sentiment: Pos | Summary: nice.
150,Good,good,ID: 1312 | Sentiment: Pos | Summary: good.
150,Superb quality happy ☺️,superb quality happy,ID: 1313 | Sentiment: Pos | Summary: superb quality happy.
150,"Camera Good 💯 📸 
Processor is fast work Good 👍💯
Battery fast charging work Good 💯
Best price thanks you Flipkart 😘",camera good processor is fast work good battery fast charging work good best price thanks you flipkart,"ID: 1314 | Sentiment: Pos | Summary: Good camera, processor, battery, fast charging, best price."
150,All ok price is around well,all ok price is around well,ID: 1315 | Sentiment: Pos | Summary: all ok price is around well.
150,Value for money,value for money,ID: 1316 | Sentiment: Pos | Summary: Value for money.
150,Awasome,awasome,ID: 1317 | Sentiment: Pos | Summary: Awesome.
150,Supar,supar,ID: 1318 | Sentiment: Pos | Summary: Supar.
150,Ok,ok,ID: 1319 | Sentiment: Neu | Summary: Ok.
150,Just looking like a 😲🥰,just looking like a,ID: 1320 | Sentiment: Neu | Summary: Just looking like a.
150,"I'm really happy with this Motorola phone! The performance is smooth, the display is bright and clear, and the battery life is excellent. The camera quality is also very good for this price range. Ove...",i m really happy with this motorola phone the performance is smooth the display is bright and clear and the battery life is excellent the camera quality is also very good for this price range ove,"ID: 1321 | Sentiment: Pos | Summary: Happy with smooth performance, bright display, excellent battery, and good camera."
150,Very good product,very good product,ID: 1322 | Sentiment: Pos | Summary: Very good product.
150,Good,good,ID: 1323 | Sentiment: Pos | Summary: Good.
150,All good mobile use,all good mobile use,ID: 1324 | Sentiment: Pos | Summary: All good mobile use.
150,"Best phone Value for money 
In 20-23 range",best phone value for money in 20 23 range,ID: 1325 | Sentiment: Pos | Summary: Best phone value for money in 2023 range.
150,"Some issues like somtime app doesn't open at once and lagging also but camera is decent screen quality is best,thin and not heavy",some issues like somtime app doesn t open at once and lagging also but camera is decent screen quality is best thin and not heavy,"ID: 1326 | Sentiment: Neg | Summary: Some app issues and lagging, but decent camera and best screen quality."
150,Phone camera not work.,phone camera not work,ID: 1327 | Sentiment: Neg | Summary: Phone camera not work.
150,All ok,all ok,ID: 1328 | Sentiment: Neu | Summary: All ok.
150,Most wrost and third class product... Software and hardware both are third class.  Please go for samsung  A35 5g don't waste your money in motrola product,most wrost and third class product software and hardware both are third class please go for samsung a35 5g don t waste your money in motrola product,"ID: 1329 | Sentiment: Neg | Summary: Worst product, recommends Samsung A35 5G instead."
150,Great product for the pri,great product for the pri,ID: 1330 | Sentiment: Pos | Summary: Great product for the pri.
150,Good mobile,good mobile,ID: 1331 | Sentiment: Pos | Summary: Good mobile.
150,Nice,nice,ID: 1332 | Sentiment: Pos | Summary: Nice.
150,"Camera performance great, mobile processor working fine",camera performance great mobile processor working fine,"ID: 1333 | Sentiment: Pos | Summary: Camera performance great, mobile processor working fine."
150,Good product,good product,ID: 1334 | Sentiment: Pos | Summary: Good product.
150,Don't buy the Motorola edge 60 fashion  phone charging fast down and heating the phone that's why not buying this phone varishth service the Motorola and Flipkart don't buy the online please,don t buy the motorola edge 60 fashion phone charging fast down and heating the phone that s why not buying this phone varishth service the motorola and flipkart don t buy the online please,"ID: 1335 | Sentiment: Neg | Summary: Don't buy, charging fast down and heating."
150,Awesome,awesome,ID: 1336 | Sentiment: Pos | Summary: Awesome.
150,good camera,good camera,ID: 1337 | Sentiment: Pos | Summary: Good camera.
150,"Display is best,camera is better, speaker are loud, curved display looks good but applying uv glass in every 3 month is risky and expensive.",display is best camera is better speaker are loud curved display looks good but applying uv glass in every 3 month is risky and expensive,"ID: 1338 | Sentiment: Pos | Summary: Good display and camera, but UV glass replacement is risky and expensive."
150,Very good product ✅,very good product,ID: 1339 | Sentiment: Pos | Summary: Very good product.
150,"Overall a very good performance..
superb moto..TQ flipkart",overall a very good performance superb moto tq flipkart,ID: 1340 | Sentiment: Pos | Summary: Overall a very good performance superb moto.
150,Awesome product,awesome product,ID: 1341 | Sentiment: Pos | Summary: Awesome product.
150,"Good mobile 
Everything is ok
Best phone",good mobile everything is ok best phone,ID: 1342 | Sentiment: Pos | Summary: Good mobile everything is ok best phone.
150,Good,good,ID: 1343 | Sentiment: Pos | Summary: Good.
150,Good,good,ID: 1344 | Sentiment: Pos | Summary: Good.
150,Good,good,ID: 1345 | Sentiment: Pos | Summary: Good.
150,Nice,nice,ID: 1346 | Sentiment: Pos | Summary: Nice.
150,Not good,not good,ID: 1347 | Sentiment: Neg | Summary: Not good.
150,Super quality,super quality,ID: 1348 | Sentiment: Pos | Summary: Super quality.
150,Nice phone,nice phone,ID: 1349 | Sentiment: Pos | Summary: Nice phone.
150,Super,super,ID: 1350 | Sentiment: Pos | Summary: Super.
150,Nice mid range phone for moderate usage,nice mid range phone for moderate usage,ID: 1351 | Sentiment: Pos | Summary: Nice mid range phone for moderate usage.
150,Good,good,ID: 1352 | Sentiment: Pos | Summary: Good.
150,"1.Design Good
2.Single handed uses
3. Battery awesome 🔋",1 design good 2 single handed uses 3 battery awesome,"ID: 1353 | Sentiment: Pos | Summary: Good design, single handed use, awesome battery."
150,"I am not a pro to give a phones review. but as a commoner, I can say, this one got the worst camera features. Selfies and videos are truly pathetic. The images  have poor clarity and a blurred or extr...",i am not a pro to give a phones review but as a commoner i can say this one got the worst camera features selfies and videos are truly pathetic the images have poor clarity and a blurred or extr,"ID: 1354 | Sentiment: Neg | Summary: Worst camera features, poor clarity, blurred images."
150,Network issue,network issue,ID: 1355 | Sentiment: Neg | Summary: Network issue.
150,Good,good,ID: 1356 | Sentiment: Pos | Summary: Good.
150,Over all,over all,ID: 1357 | Sentiment: Neu | Summary: Over all.
150,"Amazing experience with new phone.

Battery last for two days with moderate use.

Video and audio quality is amazing, specially Dolby Atmos, it makes listening experience with earbuds and speaker very...",amazing experience with new phone battery last for two days with moderate use video and audio quality is amazing specially dolby atmos it makes listening experience with earbuds and speaker very,"ID: 1358 | Sentiment: Pos | Summary: Amazing experience, great battery, video and audio quality."
150,"Budget segment phone 
I love Motorola phones😍",budget segment phone i love motorola phones,"ID: 1359 | Sentiment: Pos | Summary: Budget segment phone, loves Motorola phones."
150,Nice,nice,ID: 1360 | Sentiment: Pos | Summary: Nice.
150,Very nice,very nice,ID: 1361 | Sentiment: Pos | Summary: Very nice.
150,Amezing,amezing,ID: 1362 | Sentiment: Pos | Summary: Amezing.
150,Wish i never brought this phone. People are reviewing it after 2or3 days. i am posting this review after 4 months of usage. literally don't get influenced by tech youtubers. don't buy this phone,wish i never brought this phone people are reviewing it after 2or3 days i am posting this review after 4 months of usage literally don t get influenced by tech youtubers don t buy this phone,"ID: 1363 | Sentiment: Neg | Summary: Do not buy this phone, influenced by tech youtubers, after 4 months of usage."
150,Video zooming quality very bad,video zooming quality very bad,ID: 1364 | Sentiment: Neg | Summary: Video zooming quality very bad.
150,very good,very good,ID: 1365 | Sentiment: Pos | Summary: very good.
150,Best phone this price range an all over Market,best phone this price range an all over market,ID: 1366 | Sentiment: Pos | Summary: best phone this price range an all over market.
150,Amazing phone for this price range.,amazing phone for this price range,ID: 1367 | Sentiment: Pos | Summary: amazing phone for this price range.
150,Super good,super good,ID: 1368 | Sentiment: Pos | Summary: super good.
150,Totally good. Updated OS 16,totally good updated os 16,ID: 1369 | Sentiment: Pos | Summary: totally good updated os 16.
150,One of the best mobile of the yaer,one of the best mobile of the yaer,ID: 1370 | Sentiment: Pos | Summary: one of the best mobile of the yaer.
150,Heating issue,heating issue,ID: 1371 | Sentiment: Neg | Summary: heating issue.
150,Value for money,value for money,ID: 1372 | Sentiment: Pos | Summary: value for money.
150,Truely satisfied by phone .valuable as per money,truely satisfied by phone valuable as per money,ID: 1373 | Sentiment: Pos | Summary: truely satisfied by phone valuable as per money.
150,"The product is very good but Flipkart
is once again the worst. Once again in life Flipkart
has made it seem like it is annoying",the product is very good but flipkart is once again the worst once again in life flipkart has made it seem like it is annoying,ID: 1374 | Sentiment: Pos | Summary: the product is very good but flipkart is the worst.
150,It's well fit for decent users.. good and smart phone. It will good choice..,it s well fit for decent users good and smart phone it will good choice,ID: 1375 | Sentiment: Pos | Summary: it s well fit for decent users good and smart phone it will good choice.
150,Good phone,good phone,ID: 1376 | Sentiment: Pos | Summary: good phone.
150,"I like this product very much, it is a good value for money, it has all the features at this price, only the camera quality is not that good. Moto just improve camera quality",i like this product very much it is a good value for money it has all the features at this price only the camera quality is not that good moto just improve camera quality,ID: 1377 | Sentiment: Pos | Summary: i like this product very much it is a good value for money it has all the features at this price only the camera quality is not that good moto just improve camera quality.
150,Good phone,good phone,ID: 1378 | Sentiment: Pos | Summary: good phone.
150,Good finish and good looking smart phones,good finish and good looking smart phones,ID: 1379 | Sentiment: Pos | Summary: good finish and good looking smart phones.
150,Super phone,super phone,ID: 1380 | Sentiment: Pos | Summary: super phone.
150,"Amazing product camera quality is good but needs to improve at night time, The design is good but the curve display needs to handle with care, battery backup and processor performance excellent value ...",amazing product camera quality is good but needs to improve at night time the design is good but the curve display needs to handle with care battery backup and processor performance excellent value,ID: 1381 | Sentiment: Pos | Summary: amazing product camera quality is good but needs to improve at night time the design is good but the curve display needs to handle with care battery backup and processor performance excellent value.
150,Awesome product under budget,awesome product under budget,ID: 1382 | Sentiment: Pos | Summary: awesome product under budget.
150,Excellent phone value for money,excellent phone value for money,ID: 1383 | Sentiment: Pos | Summary: excellent phone value for money.
150,The phone is good for the price.,the phone is good for the price,ID: 1384 | Sentiment: Pos | Summary: the phone is good for the price.
150,WoW Amazing 😍,wow amazing,ID: 1385 | Sentiment: Pos | Summary: wow amazing.
150,Specker sound very wost,specker sound very wost,ID: 1386 | Sentiment: Neg | Summary: specker sound very wost.
150,Very good 👍 pho,very good pho,ID: 1387 | Sentiment: Pos | Summary: very good pho.
150,"Review after 15 days- Mind blowing camera is perfect 
Battery is awesome.
Quick charging.
Battery backup really valuable.
Best in this price segment.",review after 15 days mind blowing camera is perfect battery is awesome quick charging battery backup really valuable best in this price segment,ID: 1388 | Sentiment: Pos | Summary: review after 15 days mind blowing camera is perfect battery is awesome quick charging battery backup really valuable best in this price segment.
150,Ok good,ok good,ID: 1389 | Sentiment: Pos | Summary: ok good.
150,Wrost,wrost,ID: 1390 | Sentiment: Neg | Summary: wrost.
150,Super,super,ID: 1391 | Sentiment: Pos | Summary: super.
150,Fabulous camera 📸,fabulous camera,ID: 1392 | Sentiment: Pos | Summary: fabulous camera.
150,When I'm broght this ph my ph's camera inside store smoke,when i m broght this ph my ph s camera inside store smoke,ID: 1393 | Sentiment: Neg | Summary: when i m broght this ph my ph s camera inside store smoke.
150,Overall great performance 😊,overall great performance,ID: 1394 | Sentiment: Pos | Summary: overall great performance.
150,Good 👍😊,good,ID: 1395 | Sentiment: Pos | Summary: good.
150,very good mobile,very good mobile,ID: 1396 | Sentiment: Pos | Summary: very good mobile.
150,Money Worth it...,money worth it,ID: 1397 | Sentiment: Pos | Summary: money worth it.
150,Very good 👍,very good,ID: 1398 | Sentiment: Pos | Summary: very good.
150,Very good,very good,ID: 1399 | Sentiment: Pos | Summary: very good.
150,It is good product,it is good product,ID: 1400 | Sentiment: Pos | Summary: it is good product.
150,Good camera quality 😍,good camera quality,ID: 1401 | Sentiment: Pos | Summary: good camera quality.
150,Overall is good,overall is good,ID: 1402 | Sentiment: Pos | Summary: overall is good.
150,Awesome product..👍,awesome product,ID: 1403 | Sentiment: Pos | Summary: awesome product.
150,Awesome phone 👍🏻,awesome phone,ID: 1404 | Sentiment: Pos | Summary: awesome phone.
150,Very good phone🫡,very good phone,ID: 1405 | Sentiment: Pos | Summary: very good phone.
150,Awesome 😎 i am satisfied in this price really awesome mobile,awesome i am satisfied in this price really awesome mobile,ID: 1406 | Sentiment: Pos | Summary: awesome i am satisfied in this price really awesome mobile.
150,It's sound outcome during call very horrible. In my thinking this is money wasteage phone,it s sound outcome during call very horrible in my thinking this is money wasteage phone,ID: 1407 | Sentiment: Neg | Summary: it s sound outcome during call very horrible in my thinking this is money wasteage phone.
150,Very nice,very nice,ID: 1408 | Sentiment: Pos | Summary: very nice.
150,Good mobile,good mobile,ID: 1409 | Sentiment: Pos | Summary: good mobile.
150,Amazing,amazing,ID: 1410 | Sentiment: Pos | Summary: amazing.
150,Great phone,great phone,ID: 1411 | Sentiment: Pos | Summary: great phone.
150,Good product,good product,ID: 1412 | Sentiment: Pos | Summary: good product.
150,This is not a good smartphone under 20k. Waste of money. Unexpected features. Battery discharge quickly. Camera not good. Only showoff specifications on Flipkart.,this is not a good smartphone under 20k waste of money unexpected features battery discharge quickly camera not good only showoff specifications on flipkart,"ID: 1413 | Sentiment: Neg | Summary: Bad smartphone, waste of money, poor battery and camera."
150,Nice,nice,ID: 1414 | Sentiment: Pos | Summary: nice.
150,Good phone and good looks of this phone and camera quality is very good and allover this phone is very good,good phone and good looks of this phone and camera quality is very good and allover this phone is very good,ID: 1415 | Sentiment: Pos | Summary: Good phone with good looks and camera quality.
150,"The product is good and value for money 
1- the display is owsm
2- in hand feel is very good 
But motorola phones also have an gallery app which is lack in motorola phones",the product is good and value for money 1 the display is owsm 2 in hand feel is very good but motorola phones also have an gallery app which is lack in motorola phones,"ID: 1416 | Sentiment: Pos | Summary: Good product, value for money, good display and feel, but lacks a gallery app."
150,"The phone is super good about all the condition , the battery gives about 75 house time.One of the best camera a saw and I the box motorola did not gave any case and glass, due third party glass can d...",the phone is super good about all the condition the battery gives about 75 house time one of the best camera a saw and i the box motorola did not gave any case and glass due third party glass can d,"ID: 1417 | Sentiment: Pos | Summary: Super good phone with great battery and camera, but no case or glass included."
150,Not bad,not bad,ID: 1418 | Sentiment: Pos | Summary: not bad.
150,"1.)Camera - Rear camera is the best but selfie could be better.
2.) No lag and heating issue.
3.)Battery life is decent.
4.)Sound - It supports dolby atoms but, phone vibrates too much on full volume ...",1 camera rear camera is the best but selfie could be better 2 no lag and heating issue 3 battery life is decent 4 sound it supports dolby atoms but phone vibrates too much on full volume,"ID: 1419 | Sentiment: Pos | Summary: Good rear camera, no lag, decent battery, but vibrates too much."
150,A classy product!,a classy product,ID: 1420 | Sentiment: Pos | Summary: a classy product.
150,"Value for money.
Excellent device",value for money excellent device,ID: 1421 | Sentiment: Pos | Summary: value for money excellent device.
150,I really enjoy,i really enjoy,ID: 1422 | Sentiment: Pos | Summary: i really enjoy.
150,Superb,superb,ID: 1423 | Sentiment: Pos | Summary: superb.
150,Good mobile in this range. But sound quality is not good.,good mobile in this range but sound quality is not good,ID: 1424 | Sentiment: Pos | Summary: Good mobile but sound quality is not good.
150,Good phone,good phone,ID: 1425 | Sentiment: Pos | Summary: good phone.
150,Very nice product in this price range,very nice product in this price range,ID: 1426 | Sentiment: Pos | Summary: very nice product in this price range.
150,Nice,nice,ID: 1427 | Sentiment: Pos | Summary: nice.
150,Good,good,ID: 1428 | Sentiment: Pos | Summary: good.
150,Super under an average budget,super under an average budget,ID: 1429 | Sentiment: Pos | Summary: super under an average budget.
150,Good phone by motorola in budget range,good phone by motorola in budget range,ID: 1430 | Sentiment: Pos | Summary: good phone by motorola in budget range.
150,Superb product and superb exchange deal from Flipkart,superb product and superb exchange deal from flipkart,ID: 1431 | Sentiment: Pos | Summary: superb product and superb exchange deal.
150,One of the best ☺️,one of the best,ID: 1432 | Sentiment: Pos | Summary: one of the best.
150,Bad,bad,ID: 1433 | Sentiment: Neg | Summary: bad.
150,Good Product Value For Money,good product value for money,ID: 1434 | Sentiment: Pos | Summary: good product value for money.
150,Loved it 🥰,loved it,ID: 1435 | Sentiment: Pos | Summary: loved it.
150,Best phone 60 fusion,best phone 60 fusion,ID: 1436 | Sentiment: Pos | Summary: best phone 60 fusion.
150,Good product,good product,ID: 1437 | Sentiment: Pos | Summary: good product.
150,Nice,nice,ID: 1438 | Sentiment: Pos | Summary: nice.
150,Very nice,very nice,ID: 1439 | Sentiment: Pos | Summary: very nice.
150,Side volume and power button not good battery backup good display performance nice,side volume and power button not good battery backup good display performance nice,"ID: 1440 | Sentiment: Neg | Summary: Bad volume and power button, good battery and display."
150,Excellent,excellent,ID: 1441 | Sentiment: Pos | Summary: excellent.
150,Overall a Good Phone at this price Range Go for it,overall a good phone at this price range go for it,ID: 1442 | Sentiment: Pos | Summary: overall a good phone at this price range.
150,It's ok,it s ok,ID: 1443 | Sentiment: Neu | Summary: it s ok.
150,Best mobile,best mobile,ID: 1444 | Sentiment: Pos | Summary: best mobile.
150,Front camera is very bad,front camera is very bad,ID: 1445 | Sentiment: Neg | Summary: front camera is very bad.
150,Nice,nice,ID: 1446 | Sentiment: Pos | Summary: nice.
150,As expected it was good one,as expected it was good one,ID: 1447 | Sentiment: Pos | Summary: as expected it was good one.
150,"Display problem, charging problem",display charging,ID: 1448 | Sentiment: Neu | Summary: display charging.
150,Look is very,look is very,ID: 1449 | Sentiment: Neu | Summary: look is very.
150,Good,good,ID: 1450 | Sentiment: Pos | Summary: good.
150,Tnx for motorola,tnx for motorola,ID: 1451 | Sentiment: Pos | Summary: tnx for motorola.
150,Very nice phone,very nice phone,ID: 1452 | Sentiment: Pos | Summary: very nice phone.
150,Everything is good 👍,everything is good,ID: 1453 | Sentiment: Pos | Summary: everything is good.
150,Nice 👍,nice,ID: 1454 | Sentiment: Pos | Summary: nice.
150,Excellent mobile with good features,excellent mobile with good features,ID: 1455 | Sentiment: Pos | Summary: excellent mobile with good features.
150,Nice,nice,ID: 1456 | Sentiment: Pos | Summary: nice.
150,"Superb Mobile
Display was awesome😍😍",superb mobile display was awesome,ID: 1457 | Sentiment: Pos | Summary: superb mobile display was awesome.
150,Very good,very good,ID: 1458 | Sentiment: Pos | Summary: very good.
150,Very Good performance,very good performance,ID: 1459 | Sentiment: Pos | Summary: very good performance.
150,Wonderful 👍,wonderful,ID: 1460 | Sentiment: Pos | Summary: wonderful.
150,Best phone under 20k,best phone under 20k,ID: 1461 | Sentiment: Pos | Summary: best phone under 20k.
150,ten days use screen lining issue,ten days use screen lining issue,ID: 1462 | Sentiment: Neg | Summary: ten days use screen lining issue.
150,Phone charger is not working,phone charger is not working,ID: 1463 | Sentiment: Neg | Summary: phone charger is not working.
150,Good mobile,good mobile,ID: 1464 | Sentiment: Pos | Summary: good mobile.
150,Very,very,ID: 1465 | Sentiment: Neu | Summary: very.
150,So good,so good,ID: 1466 | Sentiment: Pos | Summary: so good.
150,Like good,like good,ID: 1467 | Sentiment: Pos | Summary: like good.
150,Very nice,very nice,ID: 1468 | Sentiment: Pos | Summary: very nice.
150,I the phone very much moto is better then rearme and vivo,i the phone very much moto is better then rearme and vivo,"ID: 1469 | Sentiment: Pos | Summary: Phone is good, Moto is better than Realme and Vivo."
150,Nice mobile i liked,nice mobile i liked,ID: 1470 | Sentiment: Pos | Summary: nice mobile i liked.
150,Cool,cool,ID: 1471 | Sentiment: Pos | Summary: cool.
150,Good,good,ID: 1472 | Sentiment: Pos | Summary: good.
150,Best,best,ID: 1473 | Sentiment: Pos | Summary: best.
150,Good product 👍,good product,ID: 1474 | Sentiment: Pos | Summary: good product.
150,"Overall is good performance Phone...
Slightly better...",overall is good performance phone slightly better,ID: 1475 | Sentiment: Pos | Summary: overall is good performance phone slightly better.
150,Very good,very good,ID: 1476 | Sentiment: Pos | Summary: very good.
150,Nice product 👍👍👍,nice product,ID: 1477 | Sentiment: Pos | Summary: nice product.
150,Very very nice looking mobile,very very nice looking mobile,ID: 1478 | Sentiment: Pos | Summary: very very nice looking mobile.
150,Phone look was awesome and camera also good 😊 overall very gnice,phone look was awesome and camera also good overall very gnice,"ID: 1479 | Sentiment: Pos | Summary: Phone look and camera are awesome, overall very nice."
150,Good phone 📱📱,good phone,ID: 1480 | Sentiment: Pos | Summary: good phone.
150,Very grateful design coveres phone with good features,very grateful design coveres phone with good features,ID: 1481 | Sentiment: Pos | Summary: very grateful design coveres phone with good features.
150,"Screen got black spot, mobile getting heated during uses and battery draining fast.
Camera is average.",screen got black spot mobile getting heated during uses and battery draining fast camera is average,"ID: 1482 | Sentiment: Neg | Summary: Screen has black spot, phone heats up, battery drains fast, camera is average."
150,Superb,superb,ID: 1483 | Sentiment: Pos | Summary: superb.
150,Ok,ok,ID: 1484 | Sentiment: Neu | Summary: ok.
150,Very Good 👍,very good,ID: 1485 | Sentiment: Pos | Summary: very good.
150,Bad,bad,ID: 1486 | Sentiment: Neg | Summary: bad.
150,Exel,exel,ID: 1487 | Sentiment: Pos | Summary: exel.
150,Nice phone,nice phone,ID: 1488 | Sentiment: Pos | Summary: nice phone.
150,Best mobile in Budget,best mobile in budget,ID: 1489 | Sentiment: Pos | Summary: best mobile in budget.
150,Look and use premium phone,look and use premium phone,ID: 1490 | Sentiment: Pos | Summary: look and use premium phone.
150,Very light phone and fast in use.Satisfied,very light phone and fast in use satisfied,ID: 1491 | Sentiment: Pos | Summary: very light phone and fast in use satisfied.
150,Good performance and good mobile under 25k range,good performance and good mobile under 25k range,ID: 1492 | Sentiment: Pos | Summary: good performance and good mobile under 25k range.
150,Over all good mobile,over all good mobile,ID: 1493 | Sentiment: Pos | Summary: over all good mobile.
150,Very nice,very nice,ID: 1494 | Sentiment: Pos | Summary: very nice.
150,Awesome,awesome,ID: 1495 | Sentiment: Pos | Summary: awesome.
150,Good,good,ID: 1496 | Sentiment: Pos | Summary: good.
150,Veyi good 💯🎉,veyi good,ID: 1497 | Sentiment: Pos | Summary: veyi good.
150,All,all,ID: 1498 | Sentiment: Neu | Summary: all.
150,I am not satisfied with this when the sound is coming the back case  part of the Mobile is vibrating.the sond is not also good,i am not satisfied with this when the sound is coming the back case part of the mobile is vibrating the sond is not also good,"ID: 1499 | Sentiment: Neg | Summary: Not satisfied, back case vibrates with sound, sound is not good."
